Fondo;Descripci¢n;Centro;Secci¢n;Programa;Subconcepto;Programa de Financiaci¢n;Definici¢n proyecto;T°tulo;Distrito;Texto Distrito;L°nea Inversi¢n;Descripci¢n L°nea de Inversi¢n;Subl°ne de Inversi¢n;Descripci¢n Subl°ne de Inversi¢n;Etiqueta 16;Descripci¢n etiqueta 16;Etiqueta 17;Descripci¢n etiqueta 17;Etiqueta 18;Descripci¢n etiqueta 18;Cred. Inicial(1);Modifc. (2);C. Definitivo (3);C Disponible (4);Re. Pte. Util.(5);C. Autorizado (6);C. Dispuesto (7);Obl. Reconoc. (8);C. Ordenado (9);Pagos Real (10)
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;217;93303;63200;2017/004449;2017/004449;IFS - DEPORTIVO BµSICO EL CRUCE. REFORMA INSTALACIONES DE ILUMINACI‡N;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;14790,02;14790,02;0,00;0,00;14790,02;14790,02;14790,02;0,00;14790,02
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;217;93303;63200;2017/004450;2017/004450;IFS - DEPORTIVO BµSICO ESPINILLO I. REFORMA INSTALACIONES DE ILUMINACI‡N;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;19924,53;19924,53;0,00;0,00;19924,53;19924,53;19924,52;0,00;19924,52
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;217;93303;63200;2017/004451;2017/004451;IFS - DEPORTIVO BµSICO ESPINILLO II. REFORMA INSTALACIONES DE ILUMINACI‡N;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;79999,84;79999,84;0,00;0,00;79999,84;79999,84;79659,33;0,00;79659,33
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;217;93303;63200;2017/004452;2017/004452;IFS - DEPORTIVO BµSICO EUSKALDUNA. REFORMA INSTALACIONES DE ILUMINACI‡N;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;17037,36;17037,36;0,00;0,00;17037,36;17037,36;17037,36;0,00;17037,36
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;217;93303;63200;2017/004453;2017/004453;IFS - DEPORTIVO BµSICO MARCONI. REFORMA INSTALACIONES DE ILUMINACI‡N;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;29969,04;29969,04;0,00;0,00;29969,04;29969,04;25941,74;0,00;25941,74
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;217;93303;63200;2017/004455;2017/004455;IFS - DEPORTIVO BµSICO SAN CRISTOBAL. REFORMA INSTALACIONES DE ILUMINACI‡N;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;14995,72;14995,72;0,00;0,00;14995,72;14995,72;14995,72;0,00;14995,72
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;217;93303;63200;2017/004645;2017/004645;IFS - CENTRO DE DIA DE DISCAPACITADOS NAVAS DE TOLOSA. MEJORA Y ACONDICIONAMIENTO;217;VILLAVERDE;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;00;CENTROS DE D÷A Y RESIDENCIAS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;108763,44;108763,44;0,00;0,00;108763,44;108763,44;107959,80;0,00;107959,80
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;217;93303;63200;2017/004646;2017/004646;IFS - ANEXO ANTONIO NEBRIJA. OBRAS DE MEJORA TêRMICA Y ACONDICIONAMIENTO;217;VILLAVERDE;00;INVERSIONES DE CARµCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;55415,35;55415,35;0,00;0,00;55415,35;55415,35;55415,35;0,00;55415,35
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/005996;2018/005996;IFS - COLEGIO PÈBLICO ANTONIO NEBRIJA. REFORMA ZONA DEPORTIVA EXTERIOR Y ASEOS DEL GIMNASIO;217;VILLAVERDE;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;320000,00;320000,00;0,33;0,00;319999,67;319999,67;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/005997;2018/005997;IFS - COLEGIO PÈBLICO BARCELONA. MEJORA PATIO OESTE Y VALLADO ZONA AENERO PATIO INFANTIL;217;VILLAVERDE;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;40000,00;40000,00;49,19;0,00;39950,81;39950,81;35760,17;0,00;35760,17
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/005998;2018/005998;IFS - COLEGIO PÈBLICO CIUDAD DE LOS µNGELES. REPARACI‡N MURO CERRAMIENTO Y MEJORAS PATIO;217;VILLAVERDE;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;120000,00;120000,00;436,23;0,00;119563,77;119563,77;65920,02;0,00;15464,57
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/005999;2018/005999;IFS - COLEGIO PÈBLICO DµMASO ALONSO. ACONDICIONAMIENTO DE PATIO, ASEOS Y BIBLIOTECA;217;VILLAVERDE;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;60000,00;60000,00;2145,99;0,00;57854,01;57854,01;41398,09;0,00;41398,09
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006500;2018/006500;IFS - COLEGIO PÈBLICO NAVAS DE TOLOSA. MEJORA ESPACIOS EXTERIORES;217;VILLAVERDE;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;45000,00;45000,00;9,04;0,00;44990,96;44990,96;44990,96;0,00;39863,84
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006501;2018/006501;IFS - COLEGIO PÈBLICO RAM‡N G‡MEZ DE LA SERNA. ACONDICIONAMIENTO EXTERIOR Y EFICIENCIA ENERGêTICA;217;VILLAVERDE;05;EDUCACI‡N;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;180000,00;180000,00;13,70;0,00;179986,30;179986,30;154274,84;0,00;140358,65
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006502;2018/006502;IFS - CENTRO DE D÷A DE MAYORES NAVAS DE TOLOSA. OBRAS DE MEJORA;217;VILLAVERDE;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;00;CENTROS DE D÷A Y RESIDENCIAS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;10000,00;10000,00;58,19;0,00;9941,81;9941,81;4943,95;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006503;2018/006503;IFS - CENTRO CULTURAL µGATA. ADECUACI‡N INSTALACI‡N ELêCTRICA Y OTRAS MEJORAS;217;VILLAVERDE;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;35000,00;35000,00;40,87;0,00;34959,13;34959,13;13119,57;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006504;2018/006504;IFS - CENTRO CULTURAL BOHEMIOS. ADECUACI‡N INSTALACI‡N ELêCTRICA Y OTRAS MEJORAS;217;VILLAVERDE;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;30000,00;30000,00;34,06;0,00;29965,94;29965,94;7423,59;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006505;2018/006505;IFS - CENTRO CULTURAL LOS ROSALES. ADECUACI‡N INSTALACI‡N ELêCTRICA Y OTRAS MEJORAS;217;VILLAVERDE;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;35000,00;35000,00;1,58;0,00;34998,42;34998,42;5486,04;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006506;2018/006506;IFS - CENTRO CULTURAL MARCONI. ADECUACI‡N INSTALACI‡N ELêCTRICA Y OTRAS MEJORAS;217;VILLAVERDE;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;15000,00;15000,00;8,74;0,00;14991,26;14991,26;8246,17;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006507;2018/006507;IFS - CENTRO CULTURAL SANTA PETRONILA. ADECUACI‡N INSTALACI‡N ELêCTRICA Y OTRAS MEJORAS;217;VILLAVERDE;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;60000,00;60000,00;277,35;0,00;59722,65;59722,65;44261,05;0,00;18648,24
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006508;2018/006508;IFS - CENTRO SERVICIOS SOCIALES NAVAS DE TOLOSA. REFORMA FACHADAS, PATIOS Y OTRAS;217;VILLAVERDE;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;130000,00;130000,00;5,21;0,00;129994,79;129994,79;23369,06;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006509;2018/006509;IFS - EDIFICIO SEDE DISTRITO VILLAVERDE. ADECUACI‡N CALDERA, INSTALACI‡N ELêCTRICA Y OTRAS;217;VILLAVERDE;00;INVERSIONES DE CARµCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;120000,00;120000,00;212,82;0,00;119787,18;119787,18;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006558;2018/006558;IFS - ESCUELA INFANTIL EL ROC÷O. MEJORAS EN ESPACIOS EXTERIORES, CARPINTER÷AS Y CLIMATIZACI‡N;217;VILLAVERDE;05;EDUCACI‡N;01;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;70000,00;70000,00;850,88;0,00;69149,12;69149,12;50379,06;0,00;50379,06
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006559;2018/006559;IFS - ESCUELA INFANTIL LA LUNA. MEJORA ENVOLVENTE TêRMICA, ACONDICIONAMIENTO ASEOS Y OTRAS;217;VILLAVERDE;05;EDUCACI‡N;01;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;60000,00;60000,00;481,16;0,00;59518,84;59518,84;42210,38;0,00;42210,38
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006560;2018/006560;IFS - CENTRO DE D÷A DE MAYORES MIGUEL DELIBES. OBRAS DE MEJORA Y ACONDICIONAMIENTO;217;VILLAVERDE;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;00;CENTROS DE D÷A Y RESIDENCIAS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;50000,00;50000,00;3176,98;0,00;46823,02;46823,02;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006561;2018/006561;IFS - EDIFICIO C/ ALBERTO PALACIOS, 13. OBRAS DE MEJORA;217;VILLAVERDE;00;INVERSIONES DE CARµCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;30000,00;30000,00;254,70;0,00;29745,30;29745,30;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006562;2018/006562;IFS - EDIFICIO C/ GODELLA, 104. OBRAS DE MEJORA;217;VILLAVERDE;00;INVERSIONES DE CARµCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;35000,00;35000,00;36,57;0,00;34963,43;34963,43;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006563;2018/006563;IFS - CENTRO DE MAYORES JOSê ORTU•O PONCE. OBRAS DE MEJORA;217;VILLAVERDE;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;01;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;20000,00;20000,00;171,55;0,00;19828,45;19828,45;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006564;2018/006564;IFS - CENTRO DE MAYORES LA PLATANERA. OBRAS DE MEJORA;217;VILLAVERDE;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;01;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;10000,00;10000,00;4,01;0,00;9995,99;9995,99;5863,72;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006565;2018/006565;IFS - CENTRO DE MAYORES MIGUEL DELIBES. OBRAS DE MEJORA;217;VILLAVERDE;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;01;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;10000,00;10000,00;12,97;0,00;9987,03;9987,03;2447,10;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006566;2018/006566;IFS - CENTRO DE MAYORES NUESTRA SE•ORA DE LOS µNGELES. OBRAS DE MEJORA;217;VILLAVERDE;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;01;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;15000,00;15000,00;12,94;0,00;14987,06;14987,06;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006567;2018/006567;IFS - CENTRO DE D÷A DE MAYORES SAN LUCIANO. REFORMA CLIMATIZACI‡N, MEJORA INSTALACIONES Y ACCESIBILIDAD;217;VILLAVERDE;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;00;CENTROS DE D÷A Y RESIDENCIAS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;100000,00;100000,00;4,91;0,00;99995,09;99995,09;7101,03;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006568;2018/006568;IFS - CENTRO DE MAYORES VILLALONSO. ADECUACI‡N INSTALACI‡N ELêCTRICA Y OTRAS MEJORAS;217;VILLAVERDE;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;01;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;40000,00;40000,00;0,39;0,00;39999,61;39999,61;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006569;2018/006569;IFS - DEPORTIVO BµSICO EL ESPINILLO I. REFORMA VESTUARIOS DEL AUDITORIO Y OTRAS;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;45000,00;45000,00;0,32;0,00;44999,68;44999,68;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006570;2018/006570;IFS - DEPORTIVO BµSICO EL CRUCE. OBRAS DE REFORMA;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;130000,00;130000,00;0,04;0,00;129999,96;129999,96;5054,50;0,00;5054,50
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006571;2018/006571;IFS - DEPORTIVO BµSICO EL ESPINILLO II. OBRAS DE ACONDICIONAMIENTO  Y MEJORA;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;50000,00;50000,00;143,29;0,00;49856,71;49856,71;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006572;2018/006572;IFS - DEPORTIVO BµSICO HUERTA DEL OBISPO. REFORMA DE LAS PISTAS DEPORTIVAS;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;70000,00;70000,00;1922,81;0,00;68077,19;68077,19;5674,27;0,00;5674,27
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006573;2018/006573;IFS - DEPORTIVO BµSICO SAN CRIST‡BAL DE LOS µNGELES III (FRONTONES). OBRAS DE MEJORA;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;15000,00;15000,00;28,74;0,00;14971,26;14971,26;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006574;2018/006574;IFS - DEPORTIVO BµSICO COLONIA MARCONI. OBRAS DE ACONDICIONAMIENTO;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;45000,00;45000,00;2,34;0,00;44997,66;44997,66;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006575;2018/006575;IFS - DEPORTIVO BµSICO SANTA PETRONILA. REFORMA DE LAS PISTAS DEPORTIVAS;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;100000,00;100000,00;0,71;0,00;99999,29;99999,29;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006576;2018/006576;IFS - CENTRO DEPORTIVO FêLIX RUBIO. ADECUACI‡N CALDERA DE CALEFACCI‡N;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;45000,00;45000,00;206,53;0,00;44793,47;44793,47;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006577;2018/006577;IFS - CENTRO DEPORTIVO PISCINA EL ESPINILLO. OBRAS DE MEJORA Y ACONDICIONAMIENTO;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;200000,00;200000,00;5183,96;0,00;194816,04;194816,04;37944,09;0,00;37944,09
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006578;2018/006578;IFS - CENTRO DEPORTIVO PLATA Y CASTA•AR. OBRAS DE MEJORA Y ACONDICIONAMIENTO;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;240000,00;240000,00;541,54;0,00;239458,46;239458,46;11923,97;0,00;11923,97
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006579;2018/006579;IFS - CENTRO DEPORTIVO RAUL GONZµLEZ. OBRAS DE REFORMA Y ACONDICIONAMIENTO;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;265000,00;265000,00;1760,77;0,00;263239,23;263239,23;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/006580;2018/006580;IFS - CENTRO DEPORTIVO SAN CRIST‡BAL. OBRAS DE REFORMA INTEGRAL;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;340000,00;340000,00;269,36;0,00;339730,64;339730,64;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;217;93303;63200;2018/008028;2018/008028;IFS - DEPORTIVO BµSICO LOS ROSALES (VILLAVERDE). ADAPTACI‡N PISTA DE HOCKEY SOBRE PATINES (ID: 1736);217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;100000,00;100000,00;0,77;0,00;99999,23;99999,23;9932,31;0,00;9932,31
4;SC Y CE FINANC. CON RTG;001;218;17102;61921;2018/006677;2018/006677;IFS - ZONA VERDE ENTRE C/VILLAR DEL OLMO Y SIERRA VIEJA. REMODELACI‡N INTEGRAL;218;VILLA DE VALLECAS;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;345000,00;345000,00;327334,00;0,00;17666,00;17666,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;218;23103;63599;2018/006581;2018/006581;IFS - CENTRO DE MAYORES DE SANTA EUGENIA. REPOSICI‡N DE OTRO MOBILIARIO Y ENSERES;218;VILLA DE VALLECAS;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;01;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;6000,00;6000,00;0,00;0,00;6000,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;218;23103;63599;2018/006582;2018/006582;IFS - CENTRO DE MAYORES DE VILLA DE VALLECAS. REPOSICI‡N DE OTRO MOBILIARIO Y ENSERES;218;VILLA DE VALLECAS;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;01;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;6000,00;6000,00;0,00;0,00;6000,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;218;23106;62300;2018/006678;2018/006678;IFS - ESCUELA DE HOSTELERIA EN EL MERCADO DE SANTA EUGENIA. ADQUISICI‡N DE MAQUINARIA;218;VILLA DE VALLECAS;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;07;CENTROS PARA LA PROMOCI‡N DE EMPLEO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;375000,00;375000,00;375000,00;0,00;0,00;0,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;218;23106;62599;2018/006679;2018/006679;IFS - ESCUELA DE HOSTELERIA EN EL MERCADO DE SANTA EUGENIA. MOBILIARIO Y ENSERES;218;VILLA DE VALLECAS;03;PROTECCI‡N Y PROMOCI‡N SOCIAL;07;CENTROS PARA LA PROMOCI‡N DE EMPLEO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;55000,00;55000,00;55000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;218;32301;63300;2018/001013;2018/001013;ESCUELA INFANTIL LA REVOLTOSA. MAQUINARIA;218;VILLA DE VALLECAS;05;EDUCACI‡N;01;ESCUELAS INFANTILES;;;;;;;0,00;1700,00;1700,00;260,10;0,00;1439,90;1439,90;1439,90;0,00;1439,90
;;001;218;34201;60999;2017/001496;2017/001496;DEPORTIVO BµSICO CALLE CA•ADA DEL SANT÷SIMO. CONSTRUCCI‡N;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;2300,00;2300,00;2300,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;218;34201;61999;2017/000784;2017/000784;DEPORTIVO BµSICO COLONIA VILDA. OBRAS DE REMODELACI‡N;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;7400,00;7400,00;6,21;0,00;7393,79;7393,79;7393,79;0,00;7393,79
4;SC Y CE FINANC. CON RTG;001;218;34201;62200;2018/005878;2018/005878;IFS - CENTRO DEPORTIVO CERRO ALMOD‡VAR. INSTALACI‡N PISTAS DE PµDEL EN ESPACIO LIBRE PARCELA;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;345000,00;345000,00;53,64;0,00;344946,36;344946,36;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;218;34201;63200;2018/006676;2018/006676;IFS - CIRCUITO DE AUTOMODELISMO. OBRAS DE ACOMETIDA DE INSTALACI‡N ELêCTRICA Y CONTADORES;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;15000,00;15000,00;8557,05;0,00;6442,95;6442,95;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;218;34201;63599;2018/006583;2018/006583;IFS - CENTRO DEPORTIVO CERRO ALMOD‡VAR. MOBILIARIO Y ENSERES  ZONA DE VERANO Y PISCINAS AL AIRE LIBRE;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;30000,00;30000,00;20320,00;0,00;9680,00;9680,00;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;218;34201;63901;2018/006584;2018/006584;IFS - CENTRO DEPORTIVO CERRO ALMOD‡VAR. SE•ALIZACI‡N  ZONA DE VERANO Y PISCINAS AL AIRE LIBRE;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;15000,00;15000,00;15000,00;0,00;0,00;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;218;93303;63200;2017/004456;2017/004456;IFS - CENTRO DEPORTIVO CERRO ALMODOVAR. REFORMA VESTUARIOS;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;99782,25;99782,25;0,00;0,00;99782,25;99782,25;99782,25;0,00;99782,25
